Test Trajectory,Test Trajectory Timestep,Learner Trajectory,Learner Trajectory Timestep,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325,14,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0,14,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A,1.4325716495513916_1.153189778327942_1.1427384614944458_1.4048160314559937_1.151639699935913_1.147972583770752_1.1292411088943481_0.713410496711731_1.1441195011138916_1.4780038595199585_1.4144260883331299_1.438734769821167_0.7408152222633362_1.0483648777008057_0.7171906232833862_0.6997908353805542_1.122123122215271_0.6762721538543701_1.09141206741333_0.6872832775115967_1.0894032716751099,1.4350197315216064_1.1526877880096436_1.1467905044555664_1.4075828790664673_1.15388822555542_1.1449320316314697_1.1359257698059082_0.7159719467163086_1.1488487720489502_1.4853582382202148_1.4186068773269653_1.460689902305603_0.7383770942687988_1.0504988431930542_0.7097659111022949_0.6986337900161743_1.1292495727539062_0.6767188906669617_1.1199878454208374_N/A_1.18048095703125_1.1359257698059082_0.7159719467163086_1.1488487720489502_1.4853582382202148_1.4186068773269653_1.460689902305603_0.7383770942687988_1.0504988431930542_0.7097659111022949_0.6986337900161743_1.1292495727539062_0.6767188906669617_1.1199878454208374_N/A_1.18048095703125_1.1359257698059082_0.7159719467163086_1.1488487720489502_1.4853582382202148_1.4186068773269653_1.460689902305603_0.7383770942687988_1.0504988431930542_0.7097659111022949_0.6986337900161743_1.1292495727539062_0.6767188906669617_1.1199878454208374_N/A,22.623519480228424,50.26776343584061
400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,10,400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380,10,1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,1_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1,1.1070525646209717_1.0986733436584473_1.049209713935852_0.6953046917915344_1.0680632591247559_1.1035887002944946_1.0732747316360474_1.1013286113739014_1.0878525972366333_1.0494978427886963_0.7178124189376831_0.7012585401535034_1.1194323301315308_0.6764183044433594_1.0907065868377686_0.6877433061599731_1.0915513038635254,1.1119990348815918_1.0978171825408936_1.0529483556747437_0.6953199505805969_1.0694854259490967_1.1055569648742676_1.0755608081817627_1.103395938873291_1.1034671068191528_1.0497596263885498_0.7124055624008179_0.6987859010696411_1.130547285079956_0.6760993599891663_1.125723123550415_N/A_1.1686294078826904_1.135084629058838_0.7171963453292847_1.1426596641540527_1.494644045829773_1.4166239500045776_1.4656915664672852_0.7369731664657593_1.0481665134429932_0.7124055624008179_0.6987859010696411_1.130547285079956_0.6760993599891663_1.125723123550415_N/A_1.1686294078826904_1.135084629058838_0.7171963453292847_1.1426596641540527_1.494644045829773_1.4166239500045776_1.4656915664672852_0.7369731664657593_1.0481665134429932_0.7124055624008179_0.6987859010696411_1.130547285079956_0.6760993599891663_1.125723123550415_N/A_1.1686294078826904_1.135084629058838_0.7171963453292847_1.1426596641540527,16.518768846988678,48.31090271472931
400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,10,400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380,10,1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,1_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1,1.1070525646209717_1.0986733436584473_1.049209713935852_0.6953046917915344_1.0680632591247559_1.1035887002944946_1.0732747316360474_1.1013286113739014_1.0878525972366333_1.0494978427886963_0.7178124189376831_0.7012585401535034_1.1194323301315308_0.6764183044433594_1.0907065868377686_0.6877433061599731_1.0915513038635254,1.1119990348815918_1.0978171825408936_1.0529483556747437_0.6953199505805969_1.0694854259490967_1.1055569648742676_1.0755608081817627_1.103395938873291_1.1034671068191528_1.0497596263885498_0.7124055624008179_0.6987859010696411_1.130547285079956_0.6760993599891663_1.125723123550415_N/A_1.1686294078826904_1.135084629058838_0.7171963453292847_1.1426596641540527_1.494644045829773_1.4166239500045776_1.4656915664672852_0.7369731664657593_1.0481665134429932_0.7124055624008179_0.6987859010696411_1.130547285079956_0.6760993599891663_1.125723123550415_N/A_1.1686294078826904_1.135084629058838_0.7171963453292847_1.1426596641540527_1.494644045829773_1.4166239500045776_1.4656915664672852_0.7369731664657593_1.0481665134429932_0.7124055624008179_0.6987859010696411_1.130547285079956_0.6760993599891663_1.125723123550415_N/A_1.1686294078826904_1.135084629058838_0.7171963453292847_1.1426596641540527,16.518768846988678,48.31090271472931
400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,10,400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380,10,1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,1_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1,1.1070525646209717_1.0986733436584473_1.049209713935852_0.6953046917915344_1.0680632591247559_1.1035887002944946_1.0732747316360474_1.1013286113739014_1.0878525972366333_1.0494978427886963_0.7178124189376831_0.7012585401535034_1.1194323301315308_0.6764183044433594_1.0907065868377686_0.6877433061599731_1.0915513038635254,1.1119990348815918_1.0978171825408936_1.0529483556747437_0.6953199505805969_1.0694854259490967_1.1055569648742676_1.0755608081817627_1.103395938873291_1.1034671068191528_1.0497596263885498_0.7124055624008179_0.6987859010696411_1.130547285079956_0.6760993599891663_1.125723123550415_N/A_1.1686294078826904_1.135084629058838_0.7171963453292847_1.1426596641540527_1.494644045829773_1.4166239500045776_1.4656915664672852_0.7369731664657593_1.0481665134429932_0.7124055624008179_0.6987859010696411_1.130547285079956_0.6760993599891663_1.125723123550415_N/A_1.1686294078826904_1.135084629058838_0.7171963453292847_1.1426596641540527_1.494644045829773_1.4166239500045776_1.4656915664672852_0.7369731664657593_1.0481665134429932_0.7124055624008179_0.6987859010696411_1.130547285079956_0.6760993599891663_1.125723123550415_N/A_1.1686294078826904_1.135084629058838_0.7171963453292847_1.1426596641540527,16.518768846988678,48.31090271472931
400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,13,400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380,13,1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,1_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1,1.1057263612747192_1.0992203950881958_1.049588680267334_0.6954911351203918_1.069127082824707_1.1035966873168945_1.0735292434692383_1.1007742881774902_1.088189721107483_1.0488603115081787_0.7178259491920471_0.7006040215492249_1.1205501556396484_0.6763747930526733_1.0915539264678955_0.6872565746307373_1.0886086225509644,1.1107656955718994_1.098090410232544_1.0527665615081787_0.6959683895111084_1.070176124572754_1.105870008468628_1.0756629705429077_1.1027227640151978_1.1035349369049072_1.0497474670410156_0.7124703526496887_0.6989045143127441_1.1298657655715942_0.6762699484825134_1.1256170272827148_N/A_1.168217658996582_1.1347812414169312_0.7167822122573853_1.1425703763961792_1.4956575632095337_1.4167358875274658_1.4642876386642456_0.7384219169616699_1.0479772090911865_0.7124703526496887_0.6989045143127441_1.1298657655715942_0.6762699484825134_1.1256170272827148_N/A_1.168217658996582_1.1347812414169312_0.7167822122573853_1.1425703763961792_1.4956575632095337_1.4167358875274658_1.4642876386642456_0.7384219169616699_1.0479772090911865_0.7124703526496887_0.6989045143127441_1.1298657655715942_0.6762699484825134_1.1256170272827148_N/A_1.168217658996582_1.1347812414169312_0.7167822122573853_1.1425703763961792,16.516877949237823,48.30790305137634
400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,13,400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380,13,1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,1_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1,1.1057263612747192_1.0992203950881958_1.049588680267334_0.6954911351203918_1.069127082824707_1.1035966873168945_1.0735292434692383_1.1007742881774902_1.088189721107483_1.0488603115081787_0.7178259491920471_0.7006040215492249_1.1205501556396484_0.6763747930526733_1.0915539264678955_0.6872565746307373_1.0886086225509644,1.1107656955718994_1.098090410232544_1.0527665615081787_0.6959683895111084_1.070176124572754_1.105870008468628_1.0756629705429077_1.1027227640151978_1.1035349369049072_1.0497474670410156_0.7124703526496887_0.6989045143127441_1.1298657655715942_0.6762699484825134_1.1256170272827148_N/A_1.168217658996582_1.1347812414169312_0.7167822122573853_1.1425703763961792_1.4956575632095337_1.4167358875274658_1.4642876386642456_0.7384219169616699_1.0479772090911865_0.7124703526496887_0.6989045143127441_1.1298657655715942_0.6762699484825134_1.1256170272827148_N/A_1.168217658996582_1.1347812414169312_0.7167822122573853_1.1425703763961792_1.4956575632095337_1.4167358875274658_1.4642876386642456_0.7384219169616699_1.0479772090911865_0.7124703526496887_0.6989045143127441_1.1298657655715942_0.6762699484825134_1.1256170272827148_N/A_1.168217658996582_1.1347812414169312_0.7167822122573853_1.1425703763961792,16.516877949237823,48.30790305137634
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329,13,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329,13,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2,1.074589490890503_1.1000895500183105_0.6992638111114502_1.1659433841705322_1.0826547145843506_1.1365656852722168_0.7492835521697998_0.6420539021492004_1.1422796249389648_1.1000462770462036_1.1959823369979858_1.117297887802124_1.090334177017212_1.049649953842163_0.696309506893158_1.0693918466567993_1.1047686338424683_1.074389934539795_1.1010541915893555_1.088247537612915_1.0525107383728027_0.7182289958000183_0.6995923519134521_1.1200436353683472_0.6772555112838745,1.074589490890503_1.1000895500183105_0.6992638111114502_1.1659433841705322_1.0826547145843506_1.1365656852722168_0.7492835521697998_0.6420539021492004_1.1422796249389648_1.1000462770462036_1.1959823369979858_1.117297887802124_1.090334177017212_1.049649953842163_0.696309506893158_1.0693918466567993_1.1047686338424683_1.074389934539795_1.1010541915893555_1.088247537612915_1.0525107383728027_0.7182289958000183_0.6995923519134521_1.1200436353683472_0.6772555112838745,24.747827231884003,24.747827231884003
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51_330,10,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356_35_338_362_358_380_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377,10,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_4_4_4_4_2_4,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_4_4_3_1_1_1_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1,1.0720980167388916_1.0985233783721924_0.6965538859367371_1.1576650142669678_1.0885450839996338_1.1328558921813965_0.7395381927490234_0.6497171521186829_1.1387856006622314_1.1005173921585083_1.192196011543274_1.1182891130447388_1.088096261024475_1.0525811910629272_0.6945036053657532_1.0694466829299927_1.1043773889541626_1.0724356174468994_1.1028673648834229_1.1532655954360962_1.1263071298599243_1.4201794862747192_1.123879313468933_0.673513650894165_0.6509993672370911,1.0726404190063477_1.0995771884918213_0.6968726515769958_1.1589815616607666_1.0872613191604614_1.1332582235336304_0.7421842217445374_0.6484765410423279_1.1398208141326904_1.1007763147354126_1.194248914718628_1.1176055669784546_1.0883679389953613_1.0526715517044067_0.6948084831237793_1.0696029663085938_1.1051949262619019_1.1496378183364868_1.0677720308303833_1.1357284784317017_1.1322505474090576_0.7171920537948608_1.144087791442871_1.4817090034484863_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997_1.3604813814163208_1.4630366563796997,25.51773738861084,61.73646181821823
324_326_280_397_385_91_85_314_347_83_78_49_364_46_41_379_38_35_337,11,324_326_280_397_385_91_85_314_347_83_77_75_309_356_35_338_362_358_380_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41,11,6_6_6_6_6_6_6_6_6_4_4_4_5_5_0_6_4_2,6_6_6_6_6_6_6_6_6_6_6_4_4_4_3_1_1_1_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5,0.6719520688056946_1.093763828277588_0.6733137369155884_1.1491892337799072_1.1435704231262207_1.097965955734253_1.0994726419448853_0.6881073713302612_1.127097487449646_1.4306353330612183_1.1150882244110107_1.128675937652588_1.3417752981185913_1.3628004789352417_1.338783621788025_1.170351266860962_1.0722992420196533_1.0091056823730469,0.6701974868774414_1.095315933227539_0.6768271327018738_1.152466058731079_1.1536002159118652_1.09544038772583_1.100407600402832_0.6914713382720947_1.1354882717132568_1.398198127746582_1.1372672319412231_1.117727279663086_1.1325277090072632_1.0658119916915894_1.1353172063827515_1.1313984394073486_0.7154304385185242_1.1443880796432495_1.4844725131988525_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111_1.4692479372024536_1.3554127216339111,19.71394783258438,63.959076046943665
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_348_347,11,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377_41_377,11,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_0_6,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1,1.0726428031921387_1.099783182144165_0.6975630521774292_1.158811092376709_1.08726167678833_1.1342473030090332_0.7421651482582092_0.6491355895996094_1.140227198600769_1.099231243133545_1.1951600313186646_1.117138147354126_1.0890834331512451_1.0522584915161133_0.6946943998336792_1.0696630477905273_1.105159044265747_1.0749486684799194_1.1031149625778198_1.0832105875015259_1.1481636762619019_1.154552698135376_0.9962078332901001_0.7265592217445374,1.072847843170166_1.0996778011322021_0.6974518895149231_1.1588021516799927_1.0866552591323853_1.133910894393921_0.7424121499061584_0.6489050388336182_1.1398768424987793_1.099867820739746_1.1946256160736084_1.1170692443847656_1.0887237787246704_1.0523622035980225_0.6950892210006714_1.0700562000274658_1.1059668064117432_1.0720494985580444_1.1034870147705078_1.1044764518737793_1.0495171546936035_0.7134888172149658_0.6987331509590149_1.1303139925003052_0.6754711866378784_1.1285661458969116_N/A_1.1683677434921265_1.1348063945770264_0.71550452709198_1.1444438695907593_1.4824798107147217_1.363516926765442_1.4608280658721924_1.363516926765442_1.4608280658721924_1.363516926765442_1.4608280658721924_1.363516926765442_1.4608280658721924_1.363516926765442_1.4608280658721924_1.363516926765442_1.4608280658721924_1.363516926765442_1.4608280658721924_1.363516926765442_1.4608280658721924_1.363516926765442_1.4608280658721924,24.49098253250122,56.94511145353317
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349,13,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355,13,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1,1.0748729705810547_1.1023770570755005_0.6976672410964966_1.1679677963256836_1.0833439826965332_1.1377732753753662_0.7469526529312134_0.6422806978225708_1.1430151462554932_1.1015551090240479_1.1984217166900635_1.1175405979156494_1.0889155864715576_1.0493206977844238_0.6971073746681213_1.0707815885543823_1.106567144393921_1.0750446319580078_1.1027250289916992_1.087709665298462_1.1460766792297363_1.157670497894287_1.1386101245880127,1.0735467672348022_1.099475383758545_0.6971495747566223_1.1599767208099365_1.0853826999664307_1.1341649293899536_0.7430481910705566_0.6484595537185669_1.1412646770477295_1.0983037948608398_1.1942507028579712_1.1166253089904785_1.0894277095794678_1.0526442527770996_0.6956682205200195_1.069596767425537_1.105793833732605_1.073469638824463_1.1027178764343262_1.1032845973968506_1.0588862895965576_0.7137805819511414_0.6990318298339844_1.1368130445480347_0.6735150814056396_1.113642692565918_N/A_1.167310118675232_1.133481502532959_0.7162337303161621_1.143653154373169_1.4845473766326904_1.4151835441589355_1.4406242370605469_0.7392683029174805_1.0855941772460938_0.7137805819511414_0.6990318298339844_1.1368130445480347_0.6735150814056396_1.113642692565918_N/A_1.167310118675232_1.133481502532959_0.7162337303161621_1.143653154373169_1.4845473766326904_1.4151835441589355_1.4406242370605469_0.7392683029174805,23.934297263622284,49.78290206193924
390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_363_355,11,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_361_352_1_127_409_365_361_352_1_127_409_365_361_352_1_127_409_365_361_352_1_127_409,11,3_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_4_2_1,3_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_3_5_5_5_1_1_3_5_5_5_1_1_3_5_5_5_1_1_3_5_5_5_1,1.335853099822998_0.7324826717376709_1.160018801689148_1.0857981443405151_1.1335997581481934_0.743051290512085_0.6485434174537659_1.1403402090072632_1.0998550653457642_1.1943775415420532_1.116683840751648_1.0893158912658691_1.0523767471313477_0.6954110264778137_1.0695370435714722_1.1062350273132324_1.073725938796997_1.1028122901916504_1.1556280851364136_0.9889070391654968_0.77627032995224,1.3301894664764404_0.7313081622123718_1.1620972156524658_1.0860153436660767_1.1345489025115967_0.7452632784843445_0.6444064378738403_1.1401238441467285_1.1001991033554077_1.1927495002746582_1.1173992156982422_1.0903122425079346_1.0522910356521606_0.6960335969924927_1.0709691047668457_1.1041170358657837_1.0800950527191162_1.102116584777832_1.1008864641189575_1.0478672981262207_0.712807834148407_0.6984853744506836_1.1312780380249023_0.6747297048568726_1.1202665567398071_N/A_1.168130874633789_1.1160300970077515_1.1215403079986572_1.137426495552063_0.6916684508323669_1.1555036306381226_1.1583400964736938_1.1160300970077515_1.1215403079986572_1.137426495552063_0.6916684508323669_1.1555036306381226_1.1583400964736938_1.1160300970077515_1.1215403079986572_1.137426495552063_0.6916684508323669_1.1555036306381226_1.1583400964736938_1.1160300970077515_1.1215403079986572_1.137426495552063_0.6916684508323669_1.1555036306381226,21.500823259353638,50.598383486270905
